1600
-0.0	-7.499988633066506e+19	-7.500362433408906e+19
-0.0	2.400930485229002e+19	-2.828771189247446e+20
-0.0	-3.79339804728504e+18	-3.03325816071512e+20
-0.0	1.601418335292622e+18	-3.4704867070237947e+20
-0.0	2.5295211891033875e+17	-3.39081763761483e+20
-0.0	-5.053357764957719e+17	-3.471245719583657e+20
-0.0	3.623864821924465e+17	-3.498861452846205e+20
-0.0	-4.231976606084206e+17	-3.513195767920712e+20
-0.0	2.5623098789343075e+17	-3.5171577461137146e+20
-0.0	-9.504095423063813e+16	-3.516633963659738e+20
-0.0	6.8122718658092264e+16	-3.515843193217246e+20
-0.0	-2184532826379125.0	-3.516400042101204e+20
-0.0	1.1126980531753622e+16	-3.516144733961833e+20
-0.0	2958388266342969.5	-3.516696067220979e+20
-0.0	-2718855588984393.0	-3.5163306802149523e+20
-0.0	2503082848250860.0	-3.516450658502522e+20
-0.0	-646255382441582.9	-3.516412091114174e+20
-0.0	682514536156159.2	-3.516434174958163e+20
-0.0	-268307184764389.88	-3.516371821825405e+20
-0.0	127432279569376.84	-3.516389316813352e+20
-0.0	-127432300849731.89	-3.516389316813385e+20
-0.0	268307168450337.7	-3.516371821825446e+20
-0.0	-682514549658948.2	-3.516434174958136e+20
-0.0	646255359767011.2	-3.516412091114187e+20
-0.0	-2503082863806539.5	-3.516450658502565e+20
-0.0	2718855568845967.0	-3.516330680214917e+20
-0.0	-2958388280175639.0	-3.516696067220945e+20
-0.0	-1.1126980545684156e+16	-3.516144733961732e+20
-0.0	2184532804932196.2	-3.5164000421011594e+20
-0.0	-6.8122718679411576e+16	-3.515843193217322e+20
-0.0	9.504095421199744e+16	-3.516633963659771e+20
-0.0	-2.5623098790770195e+17	-3.5171577461137585e+20
-0.0	4.231976605840972e+17	-3.513195767920758e+20
-0.0	-3.623864822006498e+17	-3.498861452846196e+20
-0.0	5.0533577647693075e+17	-3.47124571958364e+20
-0.0	-2.5295211895297686e+17	-3.390817637615062e+20
-0.0	-1.6014183352903124e+18	-3.4704867070238156e+20
-0.0	3.7933980472605353e+18	-3.033258160715133e+20
-0.0	-2.4009304852295205e+19	-2.8287711892473892e+20
-0.0	7.499988633065829e+19	-7.500362433408578e+19
-0.0	-1.3163891847134855e+20	1.4261766749753797e+19
-0.0	5.185116707834976e+19	1.6747604783651107e+22
-0.0	-8.52279114740914e+18	4.2897892498099447e+21
-0.0	6.896530349333005e+18	1.150324279444307e+22
-0.0	-2.0868246897516956e+18	8.97138103738574e+21
-0.0	-2.2341243119090464e+17	1.0148437175638713e+22
-0.0	5.603353472238279e+17	1.0025708404452964e+22
-0.0	-7.199697471434465e+17	9.96387095237693e+21
-0.0	4.0638394452563354e+17	1.0038748919696808e+22
-0.0	-1.50325715712837e+17	1.0006559939395685e+22
-0.0	9.090517524854933e+16	1.002203609763675e+22
-0.0	-1.7245167685982726e+16	1.0012166629198192e+22
-0.0	2.153565551191483e+16	1.0018348665876695e+22
-0.0	-2144860446601204.5	1.0014027875156224e+22
-0.0	-1489177878177605.0	1.0015538874201e+22
-0.0	1924211539898259.0	1.001494895895634e+22
-0.0	-659521520795232.9	1.0015132549609679e+22
-0.0	328118935242041.56	1.0015084453168387e+22
-0.0	-92790676513153.45	1.0015107162508936e+22
-0.0	45761152563693.77	1.0015106406163698e+22
-0.0	-45761147416351.305	1.001510640616378e+22
-0.0	92790678634936.89	1.0015107162509131e+22
-0.0	-328118929243008.1	1.0015084453168192e+22
-0.0	659521526626956.6	1.0015132549609792e+22
-0.0	-1924211534368611.2	1.0014948958956553e+22
-0.0	1489177880483842.0	1.001553887420078e+22
-0.0	2144860454336755.5	1.0014027875156417e+22
-0.0	-2.153565550606898e+16	1.001834866587635e+22
-0.0	1.7245167689752006e+16	1.0012166629198167e+22
-0.0	-9.090517524623034e+16	1.0022036097636931e+22
-0.0	1.5032571571630803e+17	1.0006559939395804e+22
-0.0	-4.063839445158998e+17	1.0038748919696596e+22
-0.0	7.199697471433379e+17	9.96387095237738e+21
-0.0	-5.60335347219263e+17	1.0025708404453054e+22
-0.0	2.234124312013409e+17	1.014843717563764e+22
-0.0	2.0868246897391657e+18	8.971381037386633e+21
-0.0	-6.896530349326363e+18	1.1503242794442926e+22
-0.0	8.522791147404595e+18	4.2897892498101114e+21
-0.0	-5.185116707837426e+19	1.6747604783650348e+22
-0.0	1.3163891847134655e+20	1.426176674975174e+19
-0.0	-2.6227358035115573e+19	-2.7593216520826854e+17
-0.0	2.7717619803543933e+19	4.0366818512774743e+21
-0.0	-1.2808249381459417e+19	-3.181891814262048e+21
-0.0	2.39977089084245e+18	1.8698404375572335e+21
-0.0	-1.5871373007784026e+18	5.359814845589327e+19
-0.0	-2.142369076293898e+17	1.1252718919753932e+21
-0.0	3.669372472802706e+17	9.779366294232652e+20
-0.0	-4.876249526900635e+17	9.988796052894853e+20
-0.0	2.7356945570524774e+17	1.0087767902100744e+21
-0.0	-8.340891607848392e+16	1.0039348525761664e+21
-0.0	4.7473424766510024e+16	1.0067386620012442e+21
-0.0	-7754565530789790.0	1.0029522705065454e+21
-0.0	1.413455759387291e+16	1.0069442174077844e+21
-0.0	-1993046450285135.0	1.0036078017879958e+21
-0.0	-1275024274514876.2	1.00513639413461e+21
-0.0	1668843360431566.0	1.0045204856146053e+21
-0.0	-550323626013568.06	1.0047104994758526e+21
-0.0	258853681166651.78	1.0046551314426511e+21
-0.0	-6074631575522.401	1.0046867827138177e+21
-0.0	-4260700373568.6147	1.0046813579854177e+21
-0.0	4260703725850.285	1.0046813579854262e+21
-0.0	6074634990334.847	1.004686782713866e+21
-0.0	-258853676083646.66	1.0046551314426976e+21
-0.0	550323629584583.9	1.0047104994758528e+21
-0.0	-1668843355708670.0	1.0045204856146172e+21
-0.0	1275024276438235.8	1.0051363941345826e+21
-0.0	1993046455573879.8	1.0036078017880241e+21
-0.0	-1.413455758862169e+16	1.0069442174077926e+21
-0.0	7754565533631277.0	1.0029522705065591e+21
-0.0	-4.7473424764372984e+16	1.0067386620011778e+21
-0.0	8.340891608154376e+16	1.0039348525761853e+21
-0.0	-2.7356945569847856e+17	1.0087767902100719e+21
-0.0	4.876249526904129e+17	9.988796052893393e+20
-0.0	-3.669372472741708e+17	9.779366294235366e+20
-0.0	2.1423690763462992e+17	1.125271891975572e+21
-0.0	1.5871373007723901e+18	5.3598148455576674e+19
-0.0	-2.3997708908323277e+18	1.8698404375569414e+21
-0.0	1.2808249381458962e+19	-3.1818918142620777e+21
-0.0	-2.771761980353912e+19	4.03668185127764e+21
-0.0	2.622735803511643e+19	-2.7593216520847187e+17
-0.0	2.822356759453255e+19	-6.64174744431251e+17
-0.0	-1.3312108407599802e+19	1.0368373244685357e+22
-0.0	4.3736189030609567e+18	1.7415593373532252e+21
-0.0	-2.2608145796471647e+18	6.727147802824409e+21
-0.0	1.2818597864913388e+18	5.143613851146704e+21
-0.0	2.3442077130659405e+17	6.219507345311732e+21
-0.0	-5.134739315080911e+17	6.183684839118606e+21
-0.0	3.5972778967379066e+17	6.078178251517704e+21
-0.0	-1.9242241099980352e+17	6.149886897970449e+21
-0.0	8.701234206087526e+16	6.120941731166806e+21
-0.0	-5.222187344703395e+16	6.133515995602146e+21
-0.0	8600860862326464.0	6.12585332320348e+21
-0.0	-7850267334238098.0	6.13095116157724e+21
-0.0	-3774815043847057.0	6.127203493181281e+21
-0.0	2344506779367310.5	6.128478369230606e+21
-0.0	-1332692622606635.5	6.128006590556111e+21
-0.0	555614667442592.1	6.128129231619973e+21
-0.0	-300488596890530.6	6.128102520729686e+21
-0.0	236006547505949.12	6.128122696718704e+21
-0.0	-131582766093771.73	6.128119948327512e+21
-0.0	131582767534467.72	6.128119948327558e+21
-0.0	-236006546617449.88	6.128122696718863e+21
-0.0	300488595393668.9	6.128102520729576e+21
-0.0	-555614666746872.9	6.128129231620059e+21
-0.0	1332692621393621.2	6.128006590556146e+21
-0.0	-2344506776941756.5	6.128478369230405e+21
-0.0	3774815041811672.0	6.127203493181352e+21
-0.0	7850267332616010.0	6.130951161577014e+21
-0.0	-8600860860845597.0	6.12585332320347e+21
-0.0	5.222187344944559e+16	6.133515995602274e+21
-0.0	-8.701234205989184e+16	6.120941731166848e+21
-0.0	1.9242241099630966e+17	6.149886897970351e+21
-0.0	-3.597277896688053e+17	6.078178251517939e+21
-0.0	5.134739315056404e+17	6.183684839118771e+21
-0.0	-2.3442077130900787e+17	6.219507345311179e+21
-0.0	-1.281859786475604e+18	5.143613851147203e+21
-0.0	2.2608145796355064e+18	6.727147802824208e+21
-0.0	-4.3736189030540954e+18	1.7415593373532779e+21
-0.0	1.3312108407594568e+19	1.036837324468522e+22
-0.0	-2.8223567594531037e+19	-6.641747444315594e+17
-0.0	3.758161258373624e+19	-5.3001547844345384e+16
-0.0	-4.488953089420471e+19	7.378499547473207e+21
-0.0	1.534280358396775e+19	-3.7088916263097887e+18
-0.0	-4.838747130807025e+18	4.727595180116186e+21
-0.0	1.7787738675501169e+18	3.297693805804458e+21
-0.0	3.526467015679055e+17	4.177397030942638e+21
-0.0	-6.445125740263459e+17	4.093675081063298e+21
-0.0	8.443069885107146e+17	4.029500725754214e+21
-0.0	-4.5919513607397395e+17	4.0787218162239894e+21
-0.0	1.6240189821816992e+17	4.0613082052484294e+21
-0.0	-1.1815341434533582e+17	4.067686594750613e+21
-0.0	1.0347262472567882e+16	4.063338266508358e+21
-0.0	-1.9550088615121836e+16	4.068278343131339e+21
-0.0	-5469325323481539.0	4.064790383414045e+21
-0.0	4984247520724502.0	4.066054121789226e+21
-0.0	-3407158444387498.0	4.065566756446662e+21
-0.0	1375428941052824.0	4.065710900917365e+21
-0.0	-624635958234453.0	4.0656711227993793e+21
-0.0	419192568448504.1	4.0656954492467576e+21
-0.0	-226169528641181.06	4.065691324695117e+21
-0.0	226169529985285.3	4.0656913246951456e+21
-0.0	-419192567220031.56	4.0656954492468315e+21
-0.0	624635955003101.8	4.065671122799351e+21
-0.0	-1375428939919615.2	4.065710900917424e+21
-0.0	3407158441498054.5	4.0655667564467045e+21
-0.0	-4984247517201829.0	4.0660541217891056e+21
-0.0	5469325319604987.0	4.0647903834141475e+21
-0.0	1.9550088611347948e+16	4.068278343131208e+21
-0.0	-1.0347262469851332e+16	4.063338266508409e+21
-0.0	1.181534143484829e+17	4.067686594750699e+21
-0.0	-1.6240189821718106e+17	4.061308205248492e+21
-0.0	4.5919513606725926e+17	4.078721816223933e+21
-0.0	-8.44306988501966e+17	4.029500725754352e+21
-0.0	6.445125740197737e+17	4.093675081063396e+21
-0.0	-3.526467015709216e+17	4.1773970309422226e+21
-0.0	-1.7787738675232648e+18	3.297693805804753e+21
-0.0	4.838747130783482e+18	4.727595180116032e+21
-0.0	-1.5342803583959255e+19	-3.708891626275325e+18
-0.0	4.488953089419049e+19	7.378499547473125e+21
-0.0	-3.758161258373469e+19	-5.300154784448827e+16
-0.0	3.6189377134670393e+19	-6.369752741354181e+17
-0.0	-4.902138971702007e+19	7.502532718700464e+21
-0.0	1.2770851992941687e+19	7.984515479299511e+20
-0.0	-4.092712906006657e+18	5.126455645633318e+21
-0.0	4.214514194838182e+16	3.732443351756968e+21
-0.0	5.2776012247456954e+17	4.526240731683934e+21
-0.0	-6.463636625926683e+17	4.47980789512603e+21
-0.0	7.270319895846662e+17	4.4179350191724115e+21
-0.0	-4.949071525844856e+17	4.4729385777397147e+21
-0.0	1.5828312229768474e+17	4.456134201358087e+21
-0.0	-1.1628338777385827e+17	4.46202092779675e+21
-0.0	1580311519556610.8	4.458489115352113e+21
-0.0	-1.857348866132956e+16	4.462422810828855e+21
-0.0	-5669225168807700.0	4.459033003133554e+21
-0.0	5449273639373081.0	4.4602287768525446e+21
-0.0	-3568613827166364.0	4.45977546465027e+21
