1 
3 
1 
400 
20 20 
0.309017 0.951057 1.000000 0.309017 0.951057 0.900000 0.000000 1.000000 0.900000 0.000000 1.000000 1.000000 
0.587785 0.809017 1.000000 0.587785 0.809017 0.900000 0.309017 0.951057 0.900000 0.309017 0.951057 1.000000 
0.809017 0.587785 1.000000 0.809017 0.587785 0.900000 0.587785 0.809017 0.900000 0.587785 0.809017 1.000000 
0.951057 0.309017 1.000000 0.951057 0.309017 0.900000 0.809017 0.587785 0.900000 0.809017 0.587785 1.000000 
1.000000 -0.000000 1.000000 1.000000 -0.000000 0.900000 0.951057 0.309017 0.900000 0.951057 0.309017 1.000000 
0.951056 -0.309017 1.000000 0.951056 -0.309017 0.900000 1.000000 -0.000000 0.900000 1.000000 -0.000000 1.000000 
0.809017 -0.587785 1.000000 0.809017 -0.587785 0.900000 0.951056 -0.309017 0.900000 0.951056 -0.309017 1.000000 
0.587785 -0.809017 1.000000 0.587785 -0.809017 0.900000 0.809017 -0.587785 0.900000 0.809017 -0.587785 1.000000 
0.309017 -0.951057 1.000000 0.309017 -0.951057 0.900000 0.587785 -0.809017 0.900000 0.587785 -0.809017 1.000000 
-0.000000 -1.000000 1.000000 -0.000000 -1.000000 0.900000 0.309017 -0.951057 0.900000 0.309017 -0.951057 1.000000 
-0.309017 -0.951056 1.000000 -0.309017 -0.951056 0.900000 -0.000000 -1.000000 0.900000 -0.000000 -1.000000 1.000000 
-0.587785 -0.809017 1.000000 -0.587785 -0.809017 0.900000 -0.309017 -0.951056 0.900000 -0.309017 -0.951056 1.000000 
-0.809017 -0.587785 1.000000 -0.809017 -0.587785 0.900000 -0.587785 -0.809017 0.900000 -0.587785 -0.809017 1.000000 
-0.951057 -0.309017 1.000000 -0.951057 -0.309017 0.900000 -0.809017 -0.587785 0.900000 -0.809017 -0.587785 1.000000 
-1.000000 0.000000 1.000000 -1.000000 0.000000 0.900000 -0.951057 -0.309017 0.900000 -0.951057 -0.309017 1.000000 
-0.951056 0.309017 1.000000 -0.951056 0.309017 0.900000 -1.000000 0.000000 0.900000 -1.000000 0.000000 1.000000 
-0.809017 0.587785 1.000000 -0.809017 0.587785 0.900000 -0.951056 0.309017 0.900000 -0.951056 0.309017 1.000000 
-0.587785 0.809017 1.000000 -0.587785 0.809017 0.900000 -0.809017 0.587785 0.900000 -0.809017 0.587785 1.000000 
-0.309017 0.951057 1.000000 -0.309017 0.951057 0.900000 -0.587785 0.809017 0.900000 -0.587785 0.809017 1.000000 
