1 
1 
1 
5400 
90 60 
0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.003651 0.052208 0.998630 0.000000 0.052336 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.007284 0.051827 0.998630 0.003651 0.052208 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.010881 0.051192 0.998630 0.007284 0.051827 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.014426 0.050309 0.998630 0.010881 0.051192 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.017900 0.049180 0.998630 0.014426 0.050309 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.021287 0.047811 0.998630 0.017900 0.049180 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.024570 0.046210 0.998630 0.021287 0.047811 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.027734 0.044383 0.998630 0.024570 0.046210 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.030762 0.042341 0.998630 0.027734 0.044383 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.033641 0.040092 0.998630 0.030762 0.042341 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.036356 0.037647 0.998630 0.033641 0.040092 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.038893 0.035020 0.998630 0.036356 0.037647 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.041241 0.032221 0.998630 0.038893 0.035020 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.043388 0.029266 0.998630 0.041241 0.032221 0.998630 
-0.000000 -0.000000 1.000000 -0.000000 -0.000000 1.000000 0.045324 0.026168 0.998630 0.043388 0.029266 0.998630 
